year,state,sector,gender,indicator,value
2023-24,Uttarakhand,Rural+Urban,Female,Labour Force Participation Rate,45.6
2023-24,Uttar Pradesh,Rural+Urban,Female,Labour Force Participation Rate,34.5
2023-24,West Bengal,Rural+Urban,Female,Labour Force Participation Rate,40.4
2023-24,Andaman & N. Island,Rural+Urban,Female,Labour Force Participation Rate,46.3
2023-24,Chandigarh,Rural+Urban,Female,Labour Force Participation Rate,31.0
2023-24,Dadra & Nagar Haveli & Daman & Diu,Rural+Urban,Female,Labour Force Participation Rate,46.5
2023-24,Jammu & Kashmir,Rural+Urban,Female,Labour Force Participation Rate,52.1
2023-24,Ladakh,Rural+Urban,Female,Labour Force Participation Rate,51.6
2023-24,Lakshadweep,Rural+Urban,Female,Labour Force Participation Rate,17.1
2023-24,Puducherry,Rural+Urban,Female,Labour Force Participation Rate,34.2
2023-24,Andhra Pradesh,Rural+Urban,Person,Labour Force Participation Rate,60.2
2023-24,Arunachal Pradesh,Rural+Urban,Person,Labour Force Participation Rate,73.0
2023-24,Assam,Rural+Urban,Person,Labour Force Participation Rate,66.9
2023-24,Bihar,Rural+Urban,Person,Labour Force Participation Rate,53.2
2023-24,Chhattisgarh,Rural+Urban,Person,Labour Force Participation Rate,71.5
2023-24,Delhi,Rural+Urban,Person,Labour Force Participation Rate,46.4
2023-24,Goa,Rural+Urban,Person,Labour Force Participation Rate,51.8
2023-24,Gujarat,Rural+Urban,Person,Labour Force Participation Rate,64.6
2023-24,Haryana,Rural+Urban,Person,Labour Force Participation Rate,49.5
2023-24,Himachal Pradesh,Rural+Urban,Person,Labour Force Participation Rate,74.4
2023-24,Jharkhand,Rural+Urban,Person,Labour Force Participation Rate,63.8
2023-24,Karnataka,Rural+Urban,Person,Labour Force Participation Rate,56.8
2023-24,Kerala,Rural+Urban,Person,Labour Force Participation Rate,56.2
2023-24,Madhya Pradesh,Rural+Urban,Person,Labour Force Participation Rate,68.9
2023-24,Maharashtra,Rural+Urban,Person,Labour Force Participation Rate,59.0
2023-24,Manipur,Rural+Urban,Person,Labour Force Participation Rate,59.6
2023-24,Meghalaya,Rural+Urban,Person,Labour Force Participation Rate,76.9
2023-24,Mizoram,Rural+Urban,Person,Labour Force Participation Rate,54.2
2023-24,Nagaland,Rural+Urban,Person,Labour Force Participation Rate,73.3
2023-24,Odisha,Rural+Urban,Person,Labour Force Participation Rate,64.9
2023-24,Punjab,Rural+Urban,Person,Labour Force Participation Rate,55.7
2023-24,Rajasthan,Rural+Urban,Person,Labour Force Participation Rate,64.4
2023-24,Sikkim,Rural+Urban,Person,Labour Force Participation Rate,76.2
2023-24,Tamil Nadu,Rural+Urban,Person,Labour Force Participation Rate,58.8
2023-24,Telangana,Rural+Urban,Person,Labour Force Participation Rate,62.2
2023-24,Tripura,Rural+Urban,Person,Labour Force Participation Rate,63.0
2023-24,Uttarakhand,Rural+Urban,Person,Labour Force Participation Rate,60.7
2023-24,Uttar Pradesh,Rural+Urban,Person,Labour Force Participation Rate,56.9
2023-24,West Bengal,Rural+Urban,Person,Labour Force Participation Rate,61.1
2023-24,Andaman & N. Island,Rural+Urban,Person,Labour Force Participation Rate,65.7
2023-24,Chandigarh,Rural+Urban,Person,Labour Force Participation Rate,54.7
2023-24,Dadra & Nagar Haveli & Daman & Diu,Rural+Urban,Person,Labour Force Participation Rate,69.4
2023-24,Jammu & Kashmir,Rural+Urban,Person,Labour Force Participation Rate,64.3
2023-24,Ladakh,Rural+Urban,Person,Labour Force Participation Rate,62.5
2023-24,Lakshadweep,Rural+Urban,Person,Labour Force Participation Rate,48.5
2023-24,Puducherry,Rural+Urban,Person,Labour Force Participation Rate,52.4
